,ACE2,TMPRSS2,PID,Tinfl_gene160.mean,Tinfl_gene160.median,Tinfl_gene160.centered.scaled.mean,Tinfl_gene160.centered.noscale.mean,Tinfl_gene160.nocenter.scaled.mean,Cancer,patient,Aliquot,shortLetterCode,definition,RNAseq.legacy.flag,Sampletype.flag,Plate,Aliquot.flag,Exclude.mets.flag,Clinical.flag,Tissue.Type,Use.in.analysis,Sample.type,Sample
TCGA.EL.A4KG.01A,6.308177002,10.43884382,TCGA.EL.A4KG,3.466369,3.433074,0.4098538,0.5514656,0.9347948,THCA,TCGA-EL-A4KG,TCGA-EL-A4KG-01A-11R-A250-07,TP,Primary solid Tumor,1,1,A250,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A4KG-01A
TCGA.EL.A4KH.01A,4.838634158,7.381733279,TCGA.EL.A4KH,2.822202,2.843387,-0.02276049,-0.09270129,0.6989355,THCA,TCGA-EL-A4KH,TCGA-EL-A4KH-01A-11R-A250-07,TP,Primary solid Tumor,1,1,A250,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A4KH-01A
TCGA.EL.A4KI.01A,2.695615279,8.411049082,TCGA.EL.A4KI,0.8808888,0.6499254,-1.391806,-2.034014,0.05159932,THCA,TCGA-EL-A4KI,TCGA-EL-A4KI-01A-11R-A250-07,TP,Primary solid Tumor,1,1,A250,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A4KI-01A
TCGA.EM.A1CS.01A,5.090294532,5.731107194,TCGA.EM.A1CS,2.398998,2.395148,-0.3288259,-0.5159049,0.5711301,THCA,TCGA-EM-A1CS,TCGA-EM-A1CS-01A-11R-A13Y-07,TP,Primary solid Tumor,1,1,A13Y,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A1CS-01A
TCGA.EM.A1CS.11A,5.830980344,7.861297865,TCGA.EM.A1CS,2.143315,1.949206,-0.5438231,-0.7715882,0.5078938,THCA,TCGA-EM-A1CS,TCGA-EM-A1CS-11A-21R-A13Y-07,NT,Solid Tissue Normal,1,1,A13Y,1,0,1,Endocrine_tissues,1,Normal,TCGA-EM-A1CS-11A
TCGA.EM.A1CT.01A,5.087793775,8.374217904,TCGA.EM.A1CT,3.574634,3.374551,0.4811823,0.6597312,0.9828642,THCA,TCGA-EM-A1CT,TCGA-EM-A1CT-01A-11R-A13Y-07,TP,Primary solid Tumor,1,1,A13Y,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A1CT-01A
TCGA.EM.A1CT.11A,5.166530678,7.62466388,TCGA.EM.A1CT,0.7938466,0.4905563,-1.476824,-2.121057,0.03429936,THCA,TCGA-EM-A1CT,TCGA-EM-A1CT-11A-11R-A13Y-07,NT,Solid Tissue Normal,1,1,A13Y,1,0,1,Endocrine_tissues,1,Normal,TCGA-EM-A1CT-11A
TCGA.EM.A1CU.01A,4.190867665,12.25833342,TCGA.EM.A1CU,2.645854,2.565299,-0.1653546,-0.2690496,0.6558518,THCA,TCGA-EM-A1CU,TCGA-EM-A1CU-01A-11R-A13Y-07,TP,Primary solid Tumor,1,1,A13Y,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A1CU-01A
TCGA.EM.A1CU.11A,5.411799075,8.998847074,TCGA.EM.A1CU,2.878337,2.776739,-0.04789178,-0.03656628,0.789264,THCA,TCGA-EM-A1CU,TCGA-EM-A1CU-11A-11R-A13Y-07,NT,Solid Tissue Normal,1,1,A13Y,1,0,1,Endocrine_tissues,1,Normal,TCGA-EM-A1CU-11A
TCGA.EM.A1CV.01A,4.448220399,6.276760912,TCGA.EM.A1CV,2.131652,2.153176,-0.5026375,-0.7832514,0.4654531,THCA,TCGA-EM-A1CV,TCGA-EM-A1CV-01A-11R-A13Y-07,TP,Primary solid Tumor,1,1,A13Y,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A1CV-01A
TCGA.EM.A1CV.11A,4.62630479,8.151310885,TCGA.EM.A1CV,0.4407719,0.3734172,-1.727446,-2.474131,-0.07895548,THCA,TCGA-EM-A1CV,TCGA-EM-A1CV-11A-11R-A13Y-07,NT,Solid Tissue Normal,1,1,A13Y,1,0,1,Endocrine_tissues,1,Normal,TCGA-EM-A1CV-11A
TCGA.EM.A1CW.01A,6.304885174,9.73693798,TCGA.EM.A1CW,3.735039,3.632203,0.5592425,0.8201362,1.066334,THCA,TCGA-EM-A1CW,TCGA-EM-A1CW-01A-21R-A13Y-07,TP,Primary solid Tumor,1,1,A13Y,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A1CW-01A
TCGA.EM.A1CW.11A,6.439558315,9.856862784,TCGA.EM.A1CW,2.458394,2.49043,-0.3350036,-0.4565097,0.6317067,THCA,TCGA-EM-A1CW,TCGA-EM-A1CW-11A-12R-A13Y-07,NT,Solid Tissue Normal,1,1,A13Y,1,0,1,Endocrine_tissues,1,Normal,TCGA-EM-A1CW-11A
TCGA.EM.A1YA.01A,6.17332735,8.073975503,TCGA.EM.A1YA,1.346137,1.022849,-1.08489,-1.568767,0.2119348,THCA,TCGA-EM-A1YA,TCGA-EM-A1YA-01A-11R-A14Y-07,TP,Primary solid Tumor,1,1,A14Y,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A1YA-01A
TCGA.EM.A1YB.01A,5.21739747,8.783613802,TCGA.EM.A1YB,1.917963,1.954279,-0.652162,-0.9969404,0.3796055,THCA,TCGA-EM-A1YB,TCGA-EM-A1YB-01A-11R-A14Y-07,TP,Primary solid Tumor,1,1,A14Y,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A1YB-01A
TCGA.EM.A1YC.01A,6.614269608,8.0596473,TCGA.EM.A1YC,1.151248,1.326988,-1.178427,-1.763655,0.147713,THCA,TCGA-EM-A1YC,TCGA-EM-A1YC-01A-11R-A14Y-07,TP,Primary solid Tumor,1,1,A14Y,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A1YC-01A
TCGA.EM.A1YC.11A,6.129301566,9.167912341,TCGA.EM.A1YC,3.824166,3.858763,0.5943418,0.9092627,1.121089,THCA,TCGA-EM-A1YC,TCGA-EM-A1YC-11A-11R-A14Y-07,NT,Solid Tissue Normal,1,1,A14Y,1,0,1,Endocrine_tissues,1,Normal,TCGA-EM-A1YC-11A
TCGA.EM.A1YD.01A,6.859422969,7.491348065,TCGA.EM.A1YD,2.152879,1.958067,-0.5441028,-0.7620244,0.5208951,THCA,TCGA-EM-A1YD,TCGA-EM-A1YD-01A-11R-A14Y-07,TP,Primary solid Tumor,1,1,A14Y,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A1YD-01A
TCGA.EM.A1YE.01A,5.357161368,6.670892726,TCGA.EM.A1YE,1.27288,1.235298,-1.121255,-1.642023,0.1797015,THCA,TCGA-EM-A1YE,TCGA-EM-A1YE-01A-11R-A14Y-07,TP,Primary solid Tumor,1,1,A14Y,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A1YE-01A
TCGA.EM.A22I.01A,5.956874444,9.478051632,TCGA.EM.A22I,2.705151,2.496382,-0.1380996,-0.2097517,0.6928469,THCA,TCGA-EM-A22I,TCGA-EM-A22I-01A-11R-A180-07,TP,Primary solid Tumor,1,1,A180,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A22I-01A
TCGA.EM.A22J.01A,7.327516717,2.7950396,TCGA.EM.A22J,2.04345,2.11315,-0.5638384,-0.8714532,0.4282832,THCA,TCGA-EM-A22J,TCGA-EM-A22J-01A-11R-A180-07,TP,Primary solid Tumor,1,1,A180,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A22J-01A
TCGA.EM.A22K.01A,7.440096756,3.996506254,TCGA.EM.A22K,1.810742,1.708182,-0.73855,-1.104161,0.3735339,THCA,TCGA-EM-A22K,TCGA-EM-A22K-01A-11R-A180-07,TP,Primary solid Tumor,1,1,A180,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A22K-01A
TCGA.EM.A22L.01A,5.747953946,6.156742443,TCGA.EM.A22L,0.5364912,0.3121736,-1.620404,-2.378412,-0.06782852,THCA,TCGA-EM-A22L,TCGA-EM-A22L-01A-11R-A180-07,TP,Primary solid Tumor,1,1,A180,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A22L-01A
TCGA.EM.A22M.01A,5.087793775,8.906758343,TCGA.EM.A22M,5.265978,5.173355,1.638849,2.351075,1.609341,THCA,TCGA-EM-A22M,TCGA-EM-A22M-01A-11R-A32Y-07,TP,Primary solid Tumor,1,1,A32Y,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A22M-01A
TCGA.EM.A22N.01A,5.295509984,5.505332031,TCGA.EM.A22N,2.604258,2.372038,-0.2101968,-0.3106451,0.6571507,THCA,TCGA-EM-A22N,TCGA-EM-A22N-01A-11R-A180-07,TP,Primary solid Tumor,1,1,A180,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A22N-01A
TCGA.EM.A22O.01A,4.490197857,9.051891374,TCGA.EM.A22O,2.36776,2.078257,-0.3759078,-0.5471429,0.552098,THCA,TCGA-EM-A22O,TCGA-EM-A22O-01A-11R-A180-07,TP,Primary solid Tumor,1,1,A180,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A22O-01A
TCGA.EM.A22P.01A,4.022900402,8.452756029,TCGA.EM.A22P,4.917324,4.782416,1.381135,2.00242,1.520234,THCA,TCGA-EM-A22P,TCGA-EM-A22P-01A-11R-A19O-07,TP,Primary solid Tumor,1,1,A19O,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A22P-01A
TCGA.EM.A22Q.01A,5.606522178,8.690099271,TCGA.EM.A22Q,1.705193,1.694977,-0.8359544,-1.20971,0.3216341,THCA,TCGA-EM-A22Q,TCGA-EM-A22Q-01A-11R-A180-07,TP,Primary solid Tumor,1,1,A180,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A22Q-01A
TCGA.EM.A2CJ.01A,5.092169374,10.22395342,TCGA.EM.A2CJ,1.013476,1.021205,-1.300421,-1.901427,0.105894,THCA,TCGA-EM-A2CJ,TCGA-EM-A2CJ-01A-11R-A180-07,TP,Primary solid Tumor,1,1,A180,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2CJ-01A
TCGA.EM.A2CK.01A,6.42323191,6.072903265,TCGA.EM.A2CK,1.241053,0.9623607,-1.167171,-1.673851,0.1887446,THCA,TCGA-EM-A2CK,TCGA-EM-A2CK-01A-11R-A180-07,TP,Primary solid Tumor,1,1,A180,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2CK-01A
TCGA.EM.A2CL.01A,7.425014437,8.189686212,TCGA.EM.A2CL,0.2647649,-0.06679848,-1.850327,-2.650138,-0.131617,THCA,TCGA-EM-A2CL,TCGA-EM-A2CL-01A-11R-A180-07,TP,Primary solid Tumor,1,1,A180,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2CL-01A
TCGA.EM.A2CM.01A,5.896383268,7.414626047,TCGA.EM.A2CM,1.425307,1.442439,-0.9863826,-1.489596,0.202394,THCA,TCGA-EM-A2CM,TCGA-EM-A2CM-01A-11R-A180-07,TP,Primary solid Tumor,1,1,A180,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2CM-01A
TCGA.EM.A2CN.01A,4.722476954,11.15255104,TCGA.EM.A2CN,0.5954485,0.4275064,-1.598696,-2.319455,-0.0590639,THCA,TCGA-EM-A2CN,TCGA-EM-A2CN-01A-11R-A19O-07,TP,Primary solid Tumor,1,1,A19O,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2CN-01A
TCGA.EM.A2CO.01A,3.835873559,7.031604721,TCGA.EM.A2CO,1.652434,1.638311,-0.8569831,-1.262469,0.3069238,THCA,TCGA-EM-A2CO,TCGA-EM-A2CO-01A-11R-A19O-07,TP,Primary solid Tumor,1,1,A19O,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2CO-01A
TCGA.EM.A2CP.01A,7.047047548,8.90287251,TCGA.EM.A2CP,5.437851,5.262365,1.734255,2.522948,1.676299,THCA,TCGA-EM-A2CP,TCGA-EM-A2CP-01A-11R-A180-07,TP,Primary solid Tumor,1,1,A180,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2CP-01A
TCGA.EM.A2CQ.01A,4.997617587,9.643141879,TCGA.EM.A2CQ,1.331892,1.050946,-1.099463,-1.583011,0.2045856,THCA,TCGA-EM-A2CQ,TCGA-EM-A2CQ-01A-11R-A180-07,TP,Primary solid Tumor,1,1,A180,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2CQ-01A
TCGA.EM.A2CR.01A,4.174981592,5.818901676,TCGA.EM.A2CR,2.226039,2.251172,-0.4073887,-0.6888642,0.4654218,THCA,TCGA-EM-A2CR,TCGA-EM-A2CR-01A-11R-A180-07,TP,Primary solid Tumor,1,1,A180,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2CR-01A
TCGA.EM.A2CS.01A,4.110697317,8.778399153,TCGA.EM.A2CS,1.34214,1.241767,-1.062366,-1.572763,0.201554,THCA,TCGA-EM-A2CS,TCGA-EM-A2CS-01A-11R-A180-07,TP,Primary solid Tumor,1,1,A180,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2CS-01A
TCGA.EM.A2CT.01A,5.053593603,7.723640468,TCGA.EM.A2CT,1.180332,1.072835,-1.210322,-1.734572,0.1481328,THCA,TCGA-EM-A2CT,TCGA-EM-A2CT-01A-11R-A180-07,TP,Primary solid Tumor,1,1,A180,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2CT-01A
TCGA.EM.A2CU.01A,5.328455926,8.262245216,TCGA.EM.A2CU,3.713475,3.592304,0.564539,0.7985717,1.043081,THCA,TCGA-EM-A2CU,TCGA-EM-A2CU-01A-12R-A180-07,TP,Primary solid Tumor,1,1,A180,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2CU-01A
TCGA.EM.A2OV.01A,5.769089365,9.503686628,TCGA.EM.A2OV,1.41055,1.349765,-1.051511,-1.504353,0.2390897,THCA,TCGA-EM-A2OV,TCGA-EM-A2OV-01A-11R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2OV-01A
TCGA.EM.A2OW.01A,5.126134509,9.221860168,TCGA.EM.A2OW,2.41632,2.258662,-0.3535915,-0.4985837,0.5828051,THCA,TCGA-EM-A2OW,TCGA-EM-A2OW-01A-11R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2OW-01A
TCGA.EM.A2OX.01A,4.204625917,7.957131069,TCGA.EM.A2OX,2.738282,2.64837,-0.1131224,-0.1766209,0.6995645,THCA,TCGA-EM-A2OX,TCGA-EM-A2OX-01A-11R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2OX-01A
TCGA.EM.A2OY.01A,2.674889961,5.837292369,TCGA.EM.A2OY,1.315513,1.291468,-1.108313,-1.599391,0.1978734,THCA,TCGA-EM-A2OY,TCGA-EM-A2OY-01A-11R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2OY-01A
TCGA.EM.A2OZ.01A,5.849659055,8.530055131,TCGA.EM.A2OZ,2.81538,2.697089,-0.08039461,-0.09952297,0.7309061,THCA,TCGA-EM-A2OZ,TCGA-EM-A2OZ-01A-11R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2OZ-01A
TCGA.EM.A2P0.01A,5.123335113,9.641520741,TCGA.EM.A2P0,2.300249,2.115736,-0.4225303,-0.6146541,0.5561721,THCA,TCGA-EM-A2P0,TCGA-EM-A2P0-01A-11R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2P0-01A
TCGA.EM.A2P1.01A,6.479650941,8.959610787,TCGA.EM.A2P1,5.429333,5.401319,1.716089,2.51443,1.682545,THCA,TCGA-EM-A2P1,TCGA-EM-A2P1-01A-11R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2P1-01A
TCGA.EM.A2P2.01A,5.406839354,7.433401833,TCGA.EM.A2P2,0.5698723,0.4820314,-1.600299,-2.345031,-0.06305057,THCA,TCGA-EM-A2P2,TCGA-EM-A2P2-01A-11R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2P2-01A
TCGA.EM.A2P3.01A,5.638800795,9.524030364,TCGA.EM.A2P3,2.878182,2.775599,-0.02301266,-0.03672087,0.7340509,THCA,TCGA-EM-A2P3,TCGA-EM-A2P3-01A-11R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A2P3-01A
TCGA.EM.A3AI.01A,4.034743949,6.331296768,TCGA.EM.A3AI,0.6441512,0.4690715,-1.551213,-2.270752,-0.03695134,THCA,TCGA-EM-A3AI,TCGA-EM-A3AI-01A-11R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3AI-01A
TCGA.EM.A3AJ.01A,4.490563713,9.079575449,TCGA.EM.A3AJ,4.834965,4.836521,1.309212,1.920062,1.489639,THCA,TCGA-EM-A3AJ,TCGA-EM-A3AJ-01A-11R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3AJ-01A
TCGA.EM.A3AK.01A,5.550836037,7.141146643,TCGA.EM.A3AK,3.040514,3.030842,0.08631224,0.1256104,0.8152616,THCA,TCGA-EM-A3AK,TCGA-EM-A3AK-01A-11R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3AK-01A
TCGA.EM.A3AL.01A,5.721681619,8.334863206,TCGA.EM.A3AL,1.241809,1.090787,-1.150672,-1.673094,0.188181,THCA,TCGA-EM-A3AL,TCGA-EM-A3AL-01A-11R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3AL-01A
TCGA.EM.A3AN.01A,4.227047898,6.682265681,TCGA.EM.A3AN,2.530762,2.341028,-0.2720407,-0.3841412,0.6170889,THCA,TCGA-EM-A3AN,TCGA-EM-A3AN-01A-11R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3AN-01A
TCGA.EM.A3AO.01A,6.347088038,7.78302441,TCGA.EM.A3AO,3.881814,3.804229,0.6679854,0.966911,1.093732,THCA,TCGA-EM-A3AO,TCGA-EM-A3AO-01A-11R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3AO-01A
TCGA.EM.A3AP.01A,4.134056614,6.19785753,TCGA.EM.A3AP,1.881324,1.861387,-0.6731501,-1.033579,0.3687122,THCA,TCGA-EM-A3AP,TCGA-EM-A3AP-01A-12R-A20F-07,TP,Primary solid Tumor,1,1,A20F,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3AP-01A
TCGA.EM.A3AQ.01A,5.321906454,9.138374206,TCGA.EM.A3AQ,2.37703,2.386251,-0.3689326,-0.5378734,0.5683072,THCA,TCGA-EM-A3AQ,TCGA-EM-A3AQ-01A-11R-A20F-07,TP,Primary solid Tumor,1,1,A20F,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3AQ-01A
TCGA.EM.A3AR.01A,5.183240354,10.05232351,TCGA.EM.A3AR,2.387696,2.261637,-0.3813717,-0.5272075,0.5892036,THCA,TCGA-EM-A3AR,TCGA-EM-A3AR-01A-12R-A20F-07,TP,Primary solid Tumor,1,1,A20F,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3AR-01A
TCGA.EM.A3FJ.01A,4.506252828,7.30407291,TCGA.EM.A3FJ,2.711178,2.608488,-0.131531,-0.2037249,0.6620186,THCA,TCGA-EM-A3FJ,TCGA-EM-A3FJ-01A-11R-A21D-07,TP,Primary solid Tumor,1,1,A21D,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3FJ-01A
TCGA.EM.A3FK.01A,5.442966711,10.91758093,TCGA.EM.A3FK,1.072288,0.8503347,-1.274205,-1.842615,0.1120573,THCA,TCGA-EM-A3FK,TCGA-EM-A3FK-01A-11R-A21D-07,TP,Primary solid Tumor,1,1,A21D,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3FK-01A
TCGA.EM.A3FL.01A,5.517814241,8.868918217,TCGA.EM.A3FL,2.190061,1.937252,-0.5359838,-0.7248423,0.5512216,THCA,TCGA-EM-A3FL,TCGA-EM-A3FL-01A-11R-A21D-07,TP,Primary solid Tumor,1,1,A21D,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3FL-01A
TCGA.EM.A3FM.01A,5.43196053,9.797072981,TCGA.EM.A3FM,3.630822,3.563941,0.5168149,0.7159185,0.9642845,THCA,TCGA-EM-A3FM,TCGA-EM-A3FM-01A-11R-A21D-07,TP,Primary solid Tumor,1,1,A21D,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3FM-01A
TCGA.EM.A3FN.01A,4.964084366,8.184642311,TCGA.EM.A3FN,1.252898,1.234573,-1.127767,-1.662005,0.1656946,THCA,TCGA-EM-A3FN,TCGA-EM-A3FN-01A-11R-A21D-07,TP,Primary solid Tumor,1,1,A21D,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3FN-01A
TCGA.EM.A3FO.01A,4.178276429,10.52766271,TCGA.EM.A3FO,1.519199,1.396162,-0.934616,-1.395704,0.2643393,THCA,TCGA-EM-A3FO,TCGA-EM-A3FO-01A-11R-A21D-07,TP,Primary solid Tumor,1,1,A21D,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3FO-01A
TCGA.EM.A3FP.01A,5.079322638,6.629079713,TCGA.EM.A3FP,4.059548,3.930749,0.7897855,1.144644,1.175777,THCA,TCGA-EM-A3FP,TCGA-EM-A3FP-01A-11R-A21D-07,TP,Primary solid Tumor,1,1,A21D,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3FP-01A
TCGA.EM.A3FQ.01A,5.635661536,10.26658745,TCGA.EM.A3FQ,4.814637,4.499465,1.313765,1.899734,1.443635,THCA,TCGA-EM-A3FQ,TCGA-EM-A3FQ-01A-11R-A21D-07,TP,Primary solid Tumor,1,1,A21D,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3FQ-01A
TCGA.EM.A3FR.01A,6.560823458,9.40628155,TCGA.EM.A3FR,1.378297,1.397256,-1.080575,-1.536606,0.230121,THCA,TCGA-EM-A3FR,TCGA-EM-A3FR-01A-11R-A220-07,TP,Primary solid Tumor,1,1,A220,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3FR-01A
TCGA.EM.A3O3.01A,2.998303837,10.34561592,TCGA.EM.A3O3,4.57013,4.547545,1.158947,1.655227,1.348628,THCA,TCGA-EM-A3O3,TCGA-EM-A3O3-01A-11R-A220-07,TP,Primary solid Tumor,1,1,A220,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3O3-01A
TCGA.EM.A3O6.01A,5.953607478,7.475976561,TCGA.EM.A3O6,1.347978,1.299205,-1.059518,-1.566925,0.2001993,THCA,TCGA-EM-A3O6,TCGA-EM-A3O6-01A-11R-A220-07,TP,Primary solid Tumor,1,1,A220,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3O6-01A
TCGA.EM.A3O7.01A,4.097669784,6.238956871,TCGA.EM.A3O7,2.393808,2.224176,-0.34298,-0.5210952,0.5924263,THCA,TCGA-EM-A3O7,TCGA-EM-A3O7-01A-11R-A220-07,TP,Primary solid Tumor,1,1,A220,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3O7-01A
TCGA.EM.A3O8.01A,6.600662254,5.260548877,TCGA.EM.A3O8,0.8279771,0.7591191,-1.420938,-2.086926,0.02167262,THCA,TCGA-EM-A3O8,TCGA-EM-A3O8-01A-11R-A220-07,TP,Primary solid Tumor,1,1,A220,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3O8-01A
TCGA.EM.A3OA.01A,6.698093432,7.553491065,TCGA.EM.A3OA,1.158794,1.001841,-1.243104,-1.756109,0.1618158,THCA,TCGA-EM-A3OA,TCGA-EM-A3OA-01A-11R-A220-07,TP,Primary solid Tumor,1,1,A220,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3OA-01A
TCGA.EM.A3OB.01A,6.085271676,7.255991619,TCGA.EM.A3OB,0.7531304,0.6705745,-1.483789,-2.161773,0.004132457,THCA,TCGA-EM-A3OB,TCGA-EM-A3OB-01A-11R-A220-07,TP,Primary solid Tumor,1,1,A220,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3OB-01A
TCGA.EM.A3ST.01A,5.321617882,6.989025441,TCGA.EM.A3ST,1.438817,1.472947,-1.004143,-1.476087,0.2447968,THCA,TCGA-EM-A3ST,TCGA-EM-A3ST-01A-11R-A22U-07,TP,Primary solid Tumor,1,1,A22U,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3ST-01A
TCGA.EM.A3ST.11A,6.374884724,8.618425882,TCGA.EM.A3ST,1.886466,1.765951,-0.7400969,-1.028438,0.4193052,THCA,TCGA-EM-A3ST,TCGA-EM-A3ST-11A-11R-A22U-07,NT,Solid Tissue Normal,1,1,A22U,1,0,1,Endocrine_tissues,1,Normal,TCGA-EM-A3ST-11A
TCGA.EM.A3SU.01A,5.273288353,9.133717634,TCGA.EM.A3SU,4.38737,4.128805,1.047111,1.472467,1.26439,THCA,TCGA-EM-A3SU,TCGA-EM-A3SU-01A-11R-A22U-07,TP,Primary solid Tumor,1,1,A22U,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3SU-01A
TCGA.EM.A3SX.01A,4.653535867,7.583285897,TCGA.EM.A3SX,1.883765,1.779403,-0.7088254,-1.031138,0.4111512,THCA,TCGA-EM-A3SX,TCGA-EM-A3SX-01A-11R-A22U-07,TP,Primary solid Tumor,1,1,A22U,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3SX-01A
TCGA.EM.A3SY.01A,5.618629235,8.464006553,TCGA.EM.A3SY,2.528091,2.43071,-0.2530194,-0.3868126,0.6333034,THCA,TCGA-EM-A3SY,TCGA-EM-A3SY-01A-11R-A22U-07,TP,Primary solid Tumor,1,1,A22U,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3SY-01A
TCGA.EM.A3SZ.01A,5.262966778,9.50423504,TCGA.EM.A3SZ,3.510648,3.354297,0.3986328,0.5957445,0.9834801,THCA,TCGA-EM-A3SZ,TCGA-EM-A3SZ-01A-11R-A22U-07,TP,Primary solid Tumor,1,1,A22U,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A3SZ-01A
TCGA.EM.A4FF.01A,6.021473065,9.375871348,TCGA.EM.A4FF,3.711068,3.529885,0.5523311,0.7961643,1.034267,THCA,TCGA-EM-A4FF,TCGA-EM-A4FF-01A-11R-A250-07,TP,Primary solid Tumor,1,1,A250,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EM-A4FF-01A
